POST_CODE,MUNICIPALITY,CITY_SHIRE,SUBURB_GROUP,POST_CODE,Education_Sector,School_Name,School_Type,Longitude,Latitude,SUBURB_NAMES
171,Inner City municipalities and their suburbs,City of Yarra,Mid,3068,Independent,Fitzroy Community School,Primary,144.97981,-37.78917,"Clifton Hill, Fitzroy North"
172,Inner City municipalities and their suburbs,City of Yarra,Mid,3068,Independent,Deutsche Schule Melbourne,Primary,144.98277,-37.77883,"Clifton Hill, Fitzroy North"
173,Inner City municipalities and their suburbs,City of Yarra,Mid,3066,Government,Collingwood College,Pri/Sec,144.9905,-37.80298,Collingwood
174,Inner City municipalities and their suburbs,City of Yarra,Mid,3066,Government,Collingwood English Language School,Language,144.9848,-37.80784,Collingwood
175,Inner City municipalities and their suburbs,City of Yarra,Mid,3066,Catholic,St Joseph's School,Primary,144.98639,-37.80046,Collingwood
176,Inner City municipalities and their suburbs,City of Yarra,Mid,3065,Government,Fitzroy Primary School,Primary,144.98151,-37.7996,Fitzroy
177,Inner City municipalities and their suburbs,City of Yarra,Mid,3065,Catholic,Academy of Mary Immaculate,Secondary,144.97441,-37.80371,Fitzroy
178,Inner City municipalities and their suburbs,City of Yarra,Mid,3065,Catholic,Sacred Heart School,Primary,144.97852,-37.80205,Fitzroy
179,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Greensborough Primary School,Primary,145.1005,-37.70357,"Briar Hill, Greensborough, St Helena, Greensborough"
180,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Briar Hill Primary School,Primary,145.11622,-37.70831,"Briar Hill, Greensborough, St Helena, Greensborough"
181,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Greenhills Primary School,Primary,145.11865,-37.69228,"Briar Hill, Greensborough, St Helena, Greensborough"
182,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Watsonia Heights Primary School,Primary,145.10073,-37.7153,"Briar Hill, Greensborough, St Helena, Greensborough"
183,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Sherbourne Primary School,Primary,145.13008,-37.70891,"Briar Hill, Greensborough, St Helena, Greensborough"
184,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Diamond Valley Special Developmental School,Special,145.11165,-37.68675,"Briar Hill, Greensborough, St Helena, Greensborough"
185,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Apollo Parkways Primary School,Primary,145.10987,-37.68739,"Briar Hill, Greensborough, St Helena, Greensborough"
186,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Greensborough Secondary College,Secondary,145.09125,-37.70849,"Briar Hill, Greensborough, St Helena, Greensborough"
187,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Catholic,St Mary's School,Primary,145.09263,-37.70285,"Briar Hill, Greensborough, St Helena, Greensborough"
188,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Independent,North-Eastern Montessori School,Primary,145.13709,-37.68407,"Briar Hill, Greensborough, St Helena, Greensborough"
189,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Catholic,St Thomas the Apostle School,Primary,145.11911,-37.68219,"Briar Hill, Greensborough, St Helena, Greensborough"
190,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Greensborough Primary School,Primary,145.1005,-37.70357,"Briar Hill, Greensborough, St Helena, Greensborough"
191,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Briar Hill Primary School,Primary,145.11622,-37.70831,"Briar Hill, Greensborough, St Helena, Greensborough"
192,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Greenhills Primary School,Primary,145.11865,-37.69228,"Briar Hill, Greensborough, St Helena, Greensborough"
193,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Watsonia Heights Primary School,Primary,145.10073,-37.7153,"Briar Hill, Greensborough, St Helena, Greensborough"
194,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Sherbourne Primary School,Primary,145.13008,-37.70891,"Briar Hill, Greensborough, St Helena, Greensborough"
195,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Diamond Valley Special Developmental School,Special,145.11165,-37.68675,"Briar Hill, Greensborough, St Helena, Greensborough"
196,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Apollo Parkways Primary School,Primary,145.10987,-37.68739,"Briar Hill, Greensborough, St Helena, Greensborough"
197,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Greensborough Secondary College,Secondary,145.09125,-37.70849,"Briar Hill, Greensborough, St Helena, Greensborough"
198,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Catholic,St Mary's School,Primary,145.09263,-37.70285,"Briar Hill, Greensborough, St Helena, Greensborough"
199,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Independent,North-Eastern Montessori School,Primary,145.13709,-37.68407,"Briar Hill, Greensborough, St Helena, Greensborough"
200,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Catholic,St Thomas the Apostle School,Primary,145.11911,-37.68219,"Briar Hill, Greensborough, St Helena, Greensborough"
201,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Greensborough Primary School,Primary,145.1005,-37.70357,"Briar Hill, Greensborough, St Helena, Greensborough"
202,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Briar Hill Primary School,Primary,145.11622,-37.70831,"Briar Hill, Greensborough, St Helena, Greensborough"
203,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Greenhills Primary School,Primary,145.11865,-37.69228,"Briar Hill, Greensborough, St Helena, Greensborough"
204,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Watsonia Heights Primary School,Primary,145.10073,-37.7153,"Briar Hill, Greensborough, St Helena, Greensborough"
205,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Sherbourne Primary School,Primary,145.13008,-37.70891,"Briar Hill, Greensborough, St Helena, Greensborough"
206,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Diamond Valley Special Developmental School,Special,145.11165,-37.68675,"Briar Hill, Greensborough, St Helena, Greensborough"
207,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Apollo Parkways Primary School,Primary,145.10987,-37.68739,"Briar Hill, Greensborough, St Helena, Greensborough"
208,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Government,Greensborough Secondary College,Secondary,145.09125,-37.70849,"Briar Hill, Greensborough, St Helena, Greensborough"
209,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Catholic,St Mary's School,Primary,145.09263,-37.70285,"Briar Hill, Greensborough, St Helena, Greensborough"
210,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Independent,North-Eastern Montessori School,Primary,145.13709,-37.68407,"Briar Hill, Greensborough, St Helena, Greensborough"
211,Northern municipalities and their suburbs,City of Banyule,Mid,3088,Catholic,St Thomas the Apostle School,Primary,145.11911,-37.68219,"Briar Hill, Greensborough, St Helena, Greensborough"
212,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Government,Greensborough Primary School,Primary,145.1005,-37.70357,"Briar Hill, Greensborough, St Helena, Greensborough"
213,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Government,Briar Hill Primary School,Primary,145.11622,-37.70831,"Briar Hill, Greensborough, St Helena, Greensborough"
214,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Government,Greenhills Primary School,Primary,145.11865,-37.69228,"Briar Hill, Greensborough, St Helena, Greensborough"
215,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Government,Watsonia Heights Primary School,Primary,145.10073,-37.7153,"Briar Hill, Greensborough, St Helena, Greensborough"
216,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Government,Sherbourne Primary School,Primary,145.13008,-37.70891,"Briar Hill, Greensborough, St Helena, Greensborough"
217,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Government,Diamond Valley Special Developmental School,Special,145.11165,-37.68675,"Briar Hill, Greensborough, St Helena, Greensborough"
218,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Government,Apollo Parkways Primary School,Primary,145.10987,-37.68739,"Briar Hill, Greensborough, St Helena, Greensborough"
219,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Government,Greensborough Secondary College,Secondary,145.09125,-37.70849,"Briar Hill, Greensborough, St Helena, Greensborough"
220,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Catholic,St Mary's School,Primary,145.09263,-37.70285,"Briar Hill, Greensborough, St Helena, Greensborough"
221,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Independent,North-Eastern Montessori School,Primary,145.13709,-37.68407,"Briar Hill, Greensborough, St Helena, Greensborough"
222,Northern municipalities and their suburbs,Shire of Nillumbik,Outer,3088,Catholic,St Thomas the Apostle School,Primary,145.11911,-37.68219,"Briar Hill, Greensborough, St Helena, Greensborough"
223,Northern municipalities and their suburbs,City of Banyule,Mid,3083,Government,Norris Bank Primary School,Primary,145.04263,-37.69451,"Bundoora, Bundoora, Kingsbury, Bundoora"
224,Northern municipalities and their suburbs,City of Banyule,Mid,3083,Government,Kingsbury Primary School,Primary,145.0372,-37.71602,"Bundoora, Bundoora, Kingsbury, Bundoora"
225,Northern municipalities and their suburbs,City of Banyule,Mid,3083,Government,Bundoora Primary School,Primary,145.06299,-37.70734,"Bundoora, Bundoora, Kingsbury, Bundoora"
226,Northern municipalities and their suburbs,City of Banyule,Mid,3083,Government,Concord School,Special,145.07501,-37.702,"Bundoora, Bundoora, Kingsbury, Bundoora"
227,Northern municipalities and their suburbs,City of Banyule,Mid,3083,Government,Bundoora Secondary College,Secondary,145.06198,-37.7075,"Bundoora, Bundoora, Kingsbury, Bundoora"
228,Northern municipalities and their suburbs,City of Banyule,Mid,3083,Catholic,Parade College,Secondary,145.06698,-37.69018,"Bundoora, Bundoora, Kingsbury, Bundoora"
229,Northern municipalities and their suburbs,City of Banyule,Mid,3083,Catholic,Our Lady of the Way School,Primary,145.03552,-37.71526,"Bundoora, Bundoora, Kingsbury, Bundoora"
230,Northern municipalities and their suburbs,City of Banyule,Mid,3083,Catholic,St Damian's School,Primary,145.05722,-37.69849,"Bundoora, Bundoora, Kingsbury, Bundoora"
231,Northern municipalities and their suburbs,City of Banyule,Mid,3083,Independent,Northside Christian College,Pri/Sec,145.05467,-37.69501,"Bundoora, Bundoora, Kingsbury, Bundoora"
232,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Norris Bank Primary School,Primary,145.04263,-37.69451,"Bundoora, Bundoora, Kingsbury, Bundoora"
233,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Kingsbury Primary School,Primary,145.0372,-37.71602,"Bundoora, Bundoora, Kingsbury, Bundoora"
234,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Bundoora Primary School,Primary,145.06299,-37.70734,"Bundoora, Bundoora, Kingsbury, Bundoora"
235,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Concord School,Special,145.07501,-37.702,"Bundoora, Bundoora, Kingsbury, Bundoora"
236,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Bundoora Secondary College,Secondary,145.06198,-37.7075,"Bundoora, Bundoora, Kingsbury, Bundoora"
237,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Catholic,Parade College,Secondary,145.06698,-37.69018,"Bundoora, Bundoora, Kingsbury, Bundoora"
238,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Catholic,Our Lady of the Way School,Primary,145.03552,-37.71526,"Bundoora, Bundoora, Kingsbury, Bundoora"
239,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Catholic,St Damian's School,Primary,145.05722,-37.69849,"Bundoora, Bundoora, Kingsbury, Bundoora"
240,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Independent,Northside Christian College,Pri/Sec,145.05467,-37.69501,"Bundoora, Bundoora, Kingsbury, Bundoora"
241,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Norris Bank Primary School,Primary,145.04263,-37.69451,"Bundoora, Bundoora, Kingsbury, Bundoora"
242,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Kingsbury Primary School,Primary,145.0372,-37.71602,"Bundoora, Bundoora, Kingsbury, Bundoora"
243,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Bundoora Primary School,Primary,145.06299,-37.70734,"Bundoora, Bundoora, Kingsbury, Bundoora"
244,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Concord School,Special,145.07501,-37.702,"Bundoora, Bundoora, Kingsbury, Bundoora"
245,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Government,Bundoora Secondary College,Secondary,145.06198,-37.7075,"Bundoora, Bundoora, Kingsbury, Bundoora"
246,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Catholic,Parade College,Secondary,145.06698,-37.69018,"Bundoora, Bundoora, Kingsbury, Bundoora"
247,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Catholic,Our Lady of the Way School,Primary,145.03552,-37.71526,"Bundoora, Bundoora, Kingsbury, Bundoora"
248,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Catholic,St Damian's School,Primary,145.05722,-37.69849,"Bundoora, Bundoora, Kingsbury, Bundoora"
249,Northern municipalities and their suburbs,City of Darebin,Mid,3083,Independent,Northside Christian College,Pri/Sec,145.05467,-37.69501,"Bundoora, Bundoora, Kingsbury, Bundoora"
250,Northern municipalities and their suburbs,City of Whittlesea,Outer,3083,Government,Norris Bank Primary School,Primary,145.04263,-37.69451,"Bundoora, Bundoora, Kingsbury, Bundoora"
251,Northern municipalities and their suburbs,City of Whittlesea,Outer,3083,Government,Kingsbury Primary School,Primary,145.0372,-37.71602,"Bundoora, Bundoora, Kingsbury, Bundoora"
252,Northern municipalities and their suburbs,City of Whittlesea,Outer,3083,Government,Bundoora Primary School,Primary,145.06299,-37.70734,"Bundoora, Bundoora, Kingsbury, Bundoora"
253,Northern municipalities and their suburbs,City of Whittlesea,Outer,3083,Government,Concord School,Special,145.07501,-37.702,"Bundoora, Bundoora, Kingsbury, Bundoora"
254,Northern municipalities and their suburbs,City of Whittlesea,Outer,3083,Government,Bundoora Secondary College,Secondary,145.06198,-37.7075,"Bundoora, Bundoora, Kingsbury, Bundoora"
